conversation_id,conversation_text,task_domain,channel,Conversational Authenticity,Conversation Type,Communication Medium,Manipulation Type,Malicious,Threat Severity,Impersonation,urgency_score_0_10,Emotional State,Verification Behavior,suggested_action
16190,"The conversation becomes risky because it uses fear pressure, asks the receiver not to discuss the matter, and pushes the receiver to send a one-time password without normal verification. The conversation attempts to control the receiver's next action rather than allow independent verification.",utility billing,Chat App,Fake,Scam-Oriented Deepfake Conversation,Text,Emotional Manipulation,Job Scam,Critical,Investment Advisor,9,fear,Avoids verification,Block and Escalate
16191,"A fake-looking conversation about conference registration asks the receiver to confirm a login code, while the sender uses formal wording inconsistent with earlier messages and avoids a clear identity check. The risk increases because the message links conference registration with fear and immediate compliance.",conference registration,Voice Transcript,Fake,Scam-Oriented Deepfake Conversation,WhatsApp,Impersonation,Emergency Financial Scam,High,HR Manager,7,fear,Requests secrecy,Warn User
16192,"A routine message from Sara discusses coordinating with a colleague; the sender keeps the conversation focused on the original topic, keeps the tone calm, and gives no instruction involving money or secrecy. The request is linked to coordinating with a colleague, and no confidential credential is requested.",scholarship application,Email,Real,Genuine Human Conversation,Text,None,None,Low,None,2,none,Allows verification,Allow
16193,"The sender creates a believable story around checking availability for a call, but then uses unusually polished wording for a personal emergency, applies urgency pressure, and requests that the receiver send a one-time password. The receiver is not given a safe chance to confirm the claim through the visa center.",charity donation,Chat App,Fake,Scam-Oriented Deepfake Conversation,Voice Transcript,Impersonation,Banking Scam,Critical,Customer Support,9,urgency,Pushes immediate action,Block and Escalate
16194,"In a normal conversation about confirming a lab test schedule, the sender asks to check the appointment slot, gives enough background, and does not force immediate action. The receiver can verify it through the online store, so the risk remains limited.",visa documentation,WhatsApp,Real,Genuine Human Conversation,Text,None,None,Low,None,0,trust,Allows verification,Allow
16195,"The message imitates the property office, creates a deadline around exam registration, says the issue cannot wait until morning, and discourages the receiver from verifying independently. The receiver is not given a safe chance to confirm the claim through the property office.",exam registration,Chat App,Fake,Scam-Oriented Deepfake Conversation,Text,Impersonation,Tax Refund Scam,High,Child,10,urgency,Refuses call-back,Warn User
16196,"A partially human message discusses confirming an interview slot, but the final request is reframed with polished language, says the issue cannot wait until morning, and stronger compliance pressure. The conversation attempts to control the receiver's next action rather than allow independent verification.",government service,WhatsApp,Suspicious,Human + AI Edited Conversation,Chat App,Mixed Human-AI Editing,Scholarship Scam,Medium,Customer Support,5,trust,Allows verification,Verify First
16197,"Daniel writes about clarifying a software installation issue in the investment platform setting, and the conversation stays practical because the sender does not request passwords or OTPs and simply asks the receiver to send the project update. The request is linked to clarifying a software installation issue, and no confidential credential is requested.",investment platform,SMS,Real,Genuine Human Conversation,Text,None,None,Low,None,0,trust,Allows verification,Allow
16198,"A routine message from Hamza discusses requesting a fee challan; the sender uses ordinary conversational language, keeps the tone calm, and gives no instruction involving money or secrecy. The conversation remains focused on coordination rather than pressure or reward.",property rental,Social Media DM,Real,Genuine Human Conversation,Email,None,None,Low,None,0,trust,No verification needed,Allow
16199,"A suspicious sender pretends to be Child, claims there is a problem in internet service, uses unusually polished wording for a personal emergency, and asks the receiver to approve a suspicious request. The suspicious part is that the sender refers to a blocked dashboard notification while demanding that the receiver move the chat to another number.",internet service,SMS,Fake,Voice-Cloned Conversation,Voice Transcript,Speaker Impersonation,Medical Scam,Critical,Child,10,guilt,Pushes immediate action,Block and Escalate
16200,"The exchange becomes suspicious when it connects visa documentation with a sudden warning, uses formal wording inconsistent with earlier messages, and pressures the receiver to approve a suspicious request before checking the source. The risk increases because the message links visa documentation with panic and immediate compliance.",visa documentation,Voice Transcript,Fake,Scam-Oriented Deepfake Conversation,WhatsApp,Impersonation,OTP Theft,Critical,Courier Agent,8,panic,Requests secrecy,Block and Escalate
16201,"A fake-looking conversation about parcel delivery asks the receiver to avoid calling the official office, while the sender gives no verifiable institutional contact and avoids a clear identity check. The risk increases because the message links parcel delivery with guilt and immediate compliance.",parcel delivery,Voice Transcript,Fake,Scam-Oriented Deepfake Conversation,WhatsApp,Credential Harvesting,Identity Fraud,Critical,Customer Support,7,guilt,Avoids verification,Block and Escalate
16202,"The sender creates a believable story around asking for a prescription refill reminder, but then asks the receiver not to discuss the matter, applies authority pressure, and requests that the receiver install a remote access app. The receiver is not given a safe chance to confirm the claim through the visa center.",remote work,Voice Transcript,Fake,Scam-Oriented Deepfake Conversation,Text,Urgency Pressure,Medical Scam,Critical,Insurance Agent,10,authority,Refuses call-back,Block and Escalate
16203,"The sender creates a believable story around asking for permission to submit late, but then claims the system will automatically close the request, applies urgency pressure, and requests that the receiver upload an identity document. The risk increases because the message links telecom support with urgency and immediate compliance.",telecom support,Social Media DM,Fake,Scam-Oriented Deepfake Conversation,Voice Transcript,Impersonation,Job Scam,Critical,Doctor,7,urgency,Refuses call-back,Block and Escalate
16204,"The message imitates the travel agency, creates a deadline around exam registration, refers to a blocked dashboard notification, and discourages the receiver from verifying independently. The receiver is not given a safe chance to confirm the claim through the travel agency.",exam registration,Voice Transcript,Fake,Voice-Cloned Conversation,Voice Transcript,Audio Identity Spoofing,Medical Scam,Critical,Friend,10,sympathy,Refuses call-back,Block and Escalate
16205,"A routine message from Fahad discusses asking about missing documents; the sender refers to a previous meeting accurately, keeps the tone calm, and gives no instruction involving money or secrecy. The message includes normal context and does not ask the receiver to bypass official steps.",mobile wallet,Voice Transcript,Real,Genuine Human Conversation,Email,None,None,Low,None,0,trust,Provides normal verification,Allow
16206,"The conversation mixes a realistic personal opening with AI-like rewritten sentences, making the request about charity donation sound smoother and more strategic. The suspicious part is that the sender mentions a delayed verification window while demanding that the receiver confirm a login code.",charity donation,Email,Suspicious,Human + AI Edited Conversation,Email,Persuasive Reframing,E-commerce Scam,Medium,HR Manager,8,trust,Avoids verification,Verify First
16207,"A scripted message from the bank claims an opportunity is available, uses generic greetings, and pushes the receiver to send a one-time password. The risk increases because the message links hospital appointment with reward and immediate compliance.",hospital appointment,WhatsApp,Fake,Bot-Generated Conversation,Chat App,Scripted Persuasion,Tax Refund Scam,Critical,Bank Officer,7,reward,Avoids verification,Block and Escalate
16208,"A suspicious sender pretends to be Professor, claims there is a problem in remote work, ignores a direct question and repeats the instruction, and asks the receiver to transfer money quickly. The risk increases because the message links remote work with guilt and immediate compliance.",remote work,Email,Fake,Scam-Oriented Deepfake Conversation,WhatsApp,Emotional Manipulation,Medical Scam,Critical,Professor,9,guilt,Requests secrecy,Block and Escalate
16209,The automated conversation does not respond meaningfully; it repeats instructions about mobile wallet and pressures the receiver to act. The receiver is not given a safe chance to confirm the claim through the bank.,mobile wallet,Voice Transcript,Fake,Bot-Generated Conversation,SMS,Bot Script,Account Takeover,High,Government Officer,4,reward,Avoids verification,Warn User
16210,"The conversation shows automated behavior because every reply redirects the receiver toward the same action, even after a different question is asked. The risk increases because the message links university administration with authority and immediate compliance.",university administration,WhatsApp,Fake,Bot-Generated Conversation,Social Media DM,Scripted Persuasion,Parcel Scam,High,Government Officer,8,authority,Pushes immediate action,Warn User
16211,"A fake-looking conversation about internet service asks the receiver to click an unknown payment link, while the sender claims the old number is unavailable and avoids a clear identity check. The risk increases because the message links internet service with fear and immediate compliance.",internet service,WhatsApp,Fake,Scam-Oriented Deepfake Conversation,Voice Transcript,Urgency Pressure,Account Takeover,Critical,Clinic Staff,8,fear,Avoids verification,Block and Escalate
16212,"The chat continues naturally before it connects tax office with a sudden warning, pushes the receiver away from normal support channels, and pressures the receiver to transfer money quickly before checking the source. The risk increases because the message links tax office with fear and immediate compliance.",tax office,Chat App,Fake,Voice-Cloned Conversation,Voice Transcript,Audio Identity Spoofing,Emergency Financial Scam,Critical,Police Officer,7,fear,Requests secrecy,Block and Escalate
16213,"The text uses smooth transitions and complete sentences about university administration, yet it feels artificial because it ignores the practical question raised earlier. The risk increases because the message links university administration with authority and immediate compliance.",university administration,WhatsApp,Fake,AI-Generated Text Conversation,Email,Template-Like Generation,Phishing,Medium,None,4,authority,Avoids verification,Verify First
16214,"A fake-looking conversation about exam registration asks the receiver to confirm a login code, while the sender mentions a delayed verification window and avoids a clear identity check. The risk increases because the message links exam registration with urgency and immediate compliance.",exam registration,Social Media DM,Fake,Scam-Oriented Deepfake Conversation,Text,Authority Spoofing,E-commerce Scam,Critical,Government Officer,9,urgency,Requests secrecy,Block and Escalate
16215,"The conversation becomes risky because it uses authority pressure, shares a shortened link instead of an official portal, and pushes the receiver to upload an identity document without normal verification. The risk increases because the message links scholarship application with authority and immediate compliance.",scholarship application,Voice Transcript,Fake,Scam-Oriented Deepfake Conversation,Text,Emotional Manipulation,Parcel Scam,Critical,Parent,7,authority,Pushes immediate action,Block and Escalate
16216,"The account holder is told that connects hospital appointment with a sudden warning, says the issue cannot wait until morning, and pressures the receiver to install a remote access app before checking the source. The risk increases because the message links hospital appointment with fear and immediate compliance.",hospital appointment,WhatsApp,Fake,Voice-Cloned Conversation,Voice Transcript,Voice Cloning,Medical Scam,High,Friend,7,fear,Pushes immediate action,Warn User
16217,"The dialogue is consistent with genuine communication because it discusses checking whether a refund was processed, allows time for checking the information, and contains no hidden identity claim. The message includes normal context and does not ask the receiver to bypass official steps.",hostel management,Email,Real,Genuine Human Conversation,Email,None,None,Low,None,1,trust,Allows verification,Allow
16218,"A bot-like sender announces a benefit linked to government service, adds a reference number without a traceable source, and repeatedly asks the receiver to avoid calling the official office. The risk increases because the message links government service with reward and immediate compliance.",government service,Email,Fake,Bot-Generated Conversation,Chat App,Bot Script,E-commerce Scam,High,Bank Officer,8,reward,Requests secrecy,Warn User
16219,"The generated-looking message provides neat steps for following up on a courier delay, but the tone is too uniform and the sender asks the receiver not to discuss the matter. The risk increases because the message links family emergency with none and immediate compliance.",family emergency,Social Media DM,Fake,AI-Generated Text Conversation,Chat App,LLM-Generated Reply,Phishing,High,Bank Officer,1,none,Allows verification,Warn User
16220,"The conversation starts with a normal greeting and then connects government service with a sudden warning, asks the receiver not to discuss the matter, and pressures the receiver to approve a suspicious request before checking the source. The receiver is not given a safe chance to confirm the claim through the hospital desk.",government service,Social Media DM,Fake,Voice-Cloned Conversation,Voice Transcript,Speaker Impersonation,Emergency Financial Scam,High,Child,7,panic,Pushes immediate action,Warn User
16221,"The chat has mass-message features, including reward wording, asks the receiver not to discuss the matter, and a request to install a remote access app. The receiver is not given a safe chance to confirm the claim through the visa center.",utility billing,SMS,Fake,Bot-Generated Conversation,SMS,Bot Script,Parcel Scam,Critical,Government Officer,8,reward,Pushes immediate action,Block and Escalate
16222,"A fake-looking conversation about medical lab report asks the receiver to approve a suspicious request, while the sender mentions a deadline that was never announced and avoids a clear identity check. The suspicious part is that the sender avoids naming the branch or office while demanding that the receiver approve a suspicious request.",medical lab report,Chat App,Fake,Voice-Cloned Conversation,Voice Transcript,Speaker Impersonation,Identity Fraud,High,Friend,9,sympathy,Requests secrecy,Warn User
16223,"Maryam follows up with the visa center about discussing a project deadline, but the message remains safe because it allows the receiver to confirm later and avoids emotional pressure. The request is linked to discussing a project deadline, and no confidential credential is requested.",electricity complaint,SMS,Real,Genuine Human Conversation,Text,None,None,Low,None,1,none,No verification needed,Allow
16224,"The conversation starts with a normal greeting and then connects loan approval with a sudden warning, avoids naming the branch or office, and pressures the receiver to send a one-time password before checking the source. The request becomes unsafe because it combines identity uncertainty with a sensitive action.",loan approval,Email,Fake,Scam-Oriented Deepfake Conversation,Voice Transcript,Credential Harvesting,OTP Theft,Critical,Child,10,guilt,Requests secrecy,Block and Escalate
16225,"The exchange concerns confirming document submission, where Ali provides a reasonable explanation, does not ask for secrecy, and waits for the receiver to respond normally. The sender gives the receiver enough time to check the details before replying.",visa documentation,Social Media DM,Real,Genuine Human Conversation,Voice Transcript,None,None,Low,None,1,none,No verification needed,Allow
16226,"A suspicious sender pretends to be Police Officer, claims there is a problem in electricity complaint, uses a new contact number without explanation, and asks the receiver to reply with card details. The risk increases because the message links electricity complaint with fear and immediate compliance.",electricity complaint,Social Media DM,Fake,Scam-Oriented Deepfake Conversation,Text,Impersonation,Tax Refund Scam,Critical,Police Officer,10,fear,Pushes immediate action,Block and Escalate
16227,"The conversation becomes risky because it uses authority pressure, shares a shortened link instead of an official portal, and pushes the receiver to click an unknown payment link without normal verification. The receiver is not given a safe chance to confirm the claim through the clinic reception.",investment platform,Social Media DM,Fake,Scam-Oriented Deepfake Conversation,Voice Transcript,Urgency Pressure,Tax Refund Scam,High,Parent,8,authority,Pushes immediate action,Warn User
16228,"The message imitates the online store, creates a deadline around charity donation, gives no verifiable institutional contact, and discourages the receiver from verifying independently. The suspicious part is that the sender adds a reference number without a traceable source while demanding that the receiver confirm a login code.",charity donation,Social Media DM,Fake,Scam-Oriented Deepfake Conversation,WhatsApp,Impersonation,E-commerce Scam,Critical,Government Officer,9,fear,Pushes immediate action,Block and Escalate
16229,"A fake-looking conversation about conference registration asks the receiver to confirm a login code, while the sender asks for a screenshot of a confirmation code and avoids a clear identity check. The receiver is not given a safe chance to confirm the claim through the travel agency.",conference registration,Voice Transcript,Fake,Scam-Oriented Deepfake Conversation,Voice Transcript,Credential Harvesting,Charity Scam,Critical,Friend,8,urgency,Refuses call-back,Block and Escalate
16230,"The chat has mass-message features, including reward wording, avoids naming the branch or office, and a request to install a remote access app. The suspicious part is that the sender ignores a direct question and repeats the instruction while demanding that the receiver reply with card details.",insurance claim,Voice Transcript,Fake,Bot-Generated Conversation,Chat App,Automated Phishing,OTP Theft,High,Customer Support,7,authority,Avoids verification,Warn User
16231,"A routine message from Noor discusses sharing a delivery update; the sender allows time for checking the information, keeps the tone calm, and gives no instruction involving money or secrecy. The receiver can verify it through the property office, so the risk remains limited.",mobile wallet,SMS,Real,Genuine Human Conversation,Voice Transcript,None,None,Low,None,0,trust,No verification needed,Allow
16232,"The exchange becomes suspicious when it connects charity donation with a sudden warning, says the issue cannot wait until morning, and pressures the receiver to install a remote access app before checking the source. The suspicious part is that the sender avoids naming the branch or office while demanding that the receiver move the chat to another number.",charity donation,SMS,Fake,Voice-Cloned Conversation,Voice Transcript,Speaker Impersonation,Banking Scam,High,Police Officer,10,panic,Requests secrecy,Warn User
16233,"Ahmed writes about checking a meeting time in the hospital appointment setting, and the conversation stays practical because the sender avoids suspicious links and simply asks the receiver to check whether the office is open. The message includes normal context and does not ask the receiver to bypass official steps.",hospital appointment,Social Media DM,Real,Genuine Human Conversation,Voice Transcript,None,None,Low,None,2,none,No verification needed,Allow
16234,"A suspicious sender pretends to be Parent, claims there is a problem in insurance claim, adds emotional pressure after the receiver hesitates, and asks the receiver to upload an identity document. The receiver is not given a safe chance to confirm the claim through the university portal.",insurance claim,SMS,Fake,Scam-Oriented Deepfake Conversation,WhatsApp,Credential Harvesting,Travel Booking Scam,Critical,Parent,7,urgency,Pushes immediate action,Block and Escalate
16235,"The sender creates a believable story around requesting updated bank details, but then mentions a delayed verification window, applies sympathy pressure, and requests that the receiver approve a suspicious request. The conversation attempts to control the receiver's next action rather than allow independent verification.",property rental,SMS,Fake,Voice-Cloned Conversation,Voice Transcript,Synthetic Speech,Identity Fraud,Critical,Relative,8,sympathy,Pushes immediate action,Block and Escalate
16236,"Noah writes about sharing a delivery update in the mobile wallet setting, and the conversation stays practical because the sender allows time for checking the information and simply asks the receiver to send the project update. The receiver can verify it through the exam office, so the risk remains limited.",mobile wallet,WhatsApp,Real,Genuine Human Conversation,Text,None,None,Low,None,1,trust,No verification needed,Allow
16237,"Mia's message begins with a human note about confirming a lab test schedule, then becomes unusually polished, mentions a deadline that was never announced, and adds persuasive pressure near the end. The conversation attempts to control the receiver's next action rather than allow independent verification.",visa documentation,WhatsApp,Suspicious,Human + AI Edited Conversation,Text,AI-Assisted Rewriting,Investment Scam,High,Investment Advisor,5,authority,Pushes immediate action,Warn User
16238,"A bot-like sender announces a benefit linked to loan approval, uses formal wording inconsistent with earlier messages, and repeatedly asks the receiver to click an unknown payment link. The receiver is not given a safe chance to confirm the claim through the scholarship office.",loan approval,Voice Transcript,Fake,Bot-Generated Conversation,Chat App,Automated Phishing,Lottery Scam,High,Courier Agent,8,authority,Avoids verification,Warn User
16239,"A fake-looking conversation about hostel management asks the receiver to click an unknown payment link, while the sender gives no verifiable institutional contact and avoids a clear identity check. The risk increases because the message links hostel management with panic and immediate compliance.",hostel management,Social Media DM,Fake,Voice-Cloned Conversation,Voice Transcript,Voice Cloning,Emergency Financial Scam,High,Relative,9,panic,Requests secrecy,Warn User
16240,"The generated-looking message provides neat steps for asking about lunch plans, but the tone is too uniform and the sender claims the old number is unavailable. The request becomes unsafe because it combines identity uncertainty with a sensitive action.",medical lab report,SMS,Fake,AI-Generated Text Conversation,Text,LLM-Generated Reply,Account Takeover,Medium,HR Manager,4,trust,Pushes immediate action,Verify First
16241,"A partially human message discusses requesting a fee challan, but the final request is reframed with polished language, claims the system will automatically close the request, and stronger compliance pressure. The risk increases because the message links government service with sympathy and immediate compliance.",government service,Email,Suspicious,Human + AI Edited Conversation,Chat App,Mixed Human-AI Editing,E-commerce Scam,Medium,Customer Support,3,sympathy,Avoids verification,Verify First
16242,"The sender begins calmly but then connects exam registration with a sudden warning, pushes the receiver away from normal support channels, and pressures the receiver to move the chat to another number before checking the source. The receiver is not given a safe chance to confirm the claim through the HR department.",exam registration,WhatsApp,Fake,Voice-Cloned Conversation,Voice Transcript,Synthetic Speech,Identity Fraud,High,Friend,8,panic,Requests secrecy,Warn User
16243,"A bot-like sender announces a benefit linked to job recruitment, ignores a direct question and repeats the instruction, and repeatedly asks the receiver to move the chat to another number. The request becomes unsafe because it combines identity uncertainty with a sensitive action.",job recruitment,WhatsApp,Fake,Bot-Generated Conversation,SMS,Automated Phishing,Parcel Scam,Medium,Bank Officer,7,urgency,Requests secrecy,Verify First
16244,"The conversation shifts into template-style advice on asking for a prescription refill reminder, where the sender sounds helpful but avoids direct personal accountability. The receiver is not given a safe chance to confirm the claim through the HR department.",clinic follow-up,Chat App,Fake,AI-Generated Text Conversation,Email,Synthetic Text Generation,None,Low,Bank Officer,6,none,Pushes immediate action,Allow
16245,"The sender repeats support-style phrases about mobile wallet, ignores clarification, and keeps moving the user toward a suspicious external form. The conversation attempts to control the receiver's next action rather than allow independent verification.",mobile wallet,Email,Fake,Bot-Generated Conversation,Social Media DM,Mass Messaging,Account Takeover,High,Courier Agent,6,reward,Requests secrecy,Warn User
16246,"The conversation becomes risky because it uses authority pressure, adds emotional pressure after the receiver hesitates, and pushes the receiver to upload an identity document without normal verification. The request becomes unsafe because it combines identity uncertainty with a sensitive action.",scholarship application,WhatsApp,Fake,Scam-Oriented Deepfake Conversation,WhatsApp,Credential Harvesting,Utility Bill Scam,High,Doctor,10,authority,Requests secrecy,Warn User
16247,"Sophia writes about clarifying assignment requirements in the research collaboration setting, and the conversation stays practical because the sender provides enough context for the request and simply asks the receiver to confirm attendance. The conversation remains focused on coordination rather than pressure or reward.",research collaboration,WhatsApp,Real,Genuine Human Conversation,Text,None,None,Low,None,1,none,Allows verification,Allow
16248,"Fahad follows up with the clinic reception about asking about lunch plans, but the message remains safe because it refers to a previous meeting accurately and avoids emotional pressure. The sender gives the receiver enough time to check the details before replying.",electricity complaint,Social Media DM,Real,Genuine Human Conversation,Email,None,None,Medium,None,2,none,Provides normal verification,Verify First
16249,"Mariam writes about confirming an interview slot in the university administration setting, and the conversation stays practical because the sender mentions a mutually known detail and simply asks the receiver to check whether the office is open. The request is linked to confirming an interview slot, and no confidential credential is requested.",university administration,WhatsApp,Real,Genuine Human Conversation,Text,None,None,Medium,None,1,trust,Provides normal verification,Verify First
16250,"The conversation becomes risky because it uses fear pressure, asks for a screenshot of a confirmation code, and pushes the receiver to avoid calling the official office without normal verification. The receiver is not given a safe chance to confirm the claim through the support center.",family emergency,WhatsApp,Fake,Scam-Oriented Deepfake Conversation,Text,Urgency Pressure,Investment Scam,Critical,Professor,8,fear,Requests secrecy,Block and Escalate
16251,"The dialogue is consistent with genuine communication because it discusses confirming a lab test schedule, does not pressure the receiver, and contains no hidden identity claim. The conversation remains focused on coordination rather than pressure or reward.",tax office,Voice Transcript,Real,Genuine Human Conversation,Email,None,None,Low,None,2,none,No verification needed,Allow
16252,"The generated-looking message provides neat steps for checking whether a form was received, but the tone is too uniform and the sender uses formal wording inconsistent with earlier messages. The request becomes unsafe because it combines identity uncertainty with a sensitive action.",government service,Chat App,Fake,AI-Generated Text Conversation,Email,LLM-Generated Reply,Job Scam,Medium,Customer Support,5,trust,Avoids verification,Verify First
16253,"Emma writes about asking for class notes in the travel booking setting, and the conversation stays practical because the sender uses ordinary conversational language and simply asks the receiver to confirm attendance. The receiver can verify it through the pharmacy desk, so the risk remains limited.",travel booking,WhatsApp,Real,Genuine Human Conversation,Text,None,None,Low,None,1,trust,No verification needed,Allow
16254,"The message reads like an AI-generated response because it summarizes confirming a lab test schedule, uses balanced formal wording, and does not react naturally to the receiver's concern. The receiver is not given a safe chance to confirm the claim through the visa center.",parcel delivery,Voice Transcript,Fake,AI-Generated Text Conversation,Text,Template-Like Generation,None,Low,Bank Officer,6,none,Allows verification,Allow
16255,"Hina writes about confirming a lab test schedule in the parcel delivery setting, and the conversation stays practical because the sender does not request passwords or OTPs and simply asks the receiver to verify the receipt through normal records. The sender gives the receiver enough time to check the details before replying.",parcel delivery,Email,Real,Genuine Human Conversation,Text,None,None,Low,None,0,trust,No verification needed,Allow
16256,"The message is suspiciously mixed: it begins with informal human wording, then claims the system will automatically close the request and turns into a carefully persuasive request. The risk increases because the message links loan approval with trust and immediate compliance.",loan approval,Voice Transcript,Suspicious,Human + AI Edited Conversation,Chat App,AI-Assisted Rewriting,E-commerce Scam,High,Friend,4,trust,Avoids verification,Warn User
16257,"Hassan writes about confirming an interview slot in the insurance claim setting, and the conversation stays practical because the sender refers to a previous meeting accurately and simply asks the receiver to confirm the address. The message includes normal context and does not ask the receiver to bypass official steps.",insurance claim,Email,Real,Genuine Human Conversation,Voice Transcript,None,None,Low,None,0,none,No verification needed,Allow
16258,"The conversation mixes a realistic personal opening with AI-like rewritten sentences, making the request about school communication sound smoother and more strategic. The receiver is not given a safe chance to confirm the claim through the pharmacy desk.",school communication,SMS,Suspicious,Human + AI Edited Conversation,Chat App,AI-Assisted Rewriting,E-commerce Scam,High,Customer Support,7,sympathy,Avoids verification,Warn User
16259,"The sender creates a believable story around clarifying assignment requirements, but then uses formal wording inconsistent with earlier messages, applies guilt pressure, and requests that the receiver upload an identity document. The request becomes unsafe because it combines identity uncertainty with a sensitive action.",telecom support,WhatsApp,Fake,Scam-Oriented Deepfake Conversation,Voice Transcript,Credential Harvesting,Identity Fraud,High,Delivery Rider,7,guilt,Refuses call-back,Warn User
16260,"The chat has mass-message features, including reward wording, adds a reference number without a traceable source, and a request to install a remote access app. The conversation attempts to control the receiver's next action rather than allow independent verification.",remote work,Voice Transcript,Fake,Bot-Generated Conversation,SMS,Scripted Persuasion,Parcel Scam,Critical,Courier Agent,4,urgency,Avoids verification,Block and Escalate
16261,"A fake-looking conversation about travel booking asks the receiver to click an unknown payment link, while the sender refers to a blocked dashboard notification and avoids a clear identity check. The suspicious part is that the sender offers a reward for immediate confirmation while demanding that the receiver move the chat to another number.",travel booking,SMS,Fake,Scam-Oriented Deepfake Conversation,WhatsApp,Authority Spoofing,Investment Scam,Critical,Parent,10,panic,Avoids verification,Block and Escalate
16262,"The sender creates a believable story around asking for class notes, but then asks for a screenshot of a confirmation code, applies guilt pressure, and requests that the receiver send a one-time password. The suspicious part is that the sender changes the topic when asked for proof while demanding that the receiver click an unknown payment link.",parcel delivery,Social Media DM,Fake,Voice-Cloned Conversation,Voice Transcript,Voice Cloning,Medical Scam,High,Friend,9,guilt,Refuses call-back,Warn User
16263,"A partially human message discusses checking availability for a call, but the final request is reframed with polished language, uses a new contact number without explanation, and stronger compliance pressure. The receiver is not given a safe chance to confirm the claim through the mobile wallet team.",university administration,Voice Transcript,Suspicious,Human + AI Edited Conversation,Chat App,Persuasive Reframing,Investment Scam,Medium,Customer Support,8,sympathy,Allows verification,Verify First
16264,"The reply about confirming office hours in banking is fluent and overly structured; it gives broad guidance, shares a shortened link instead of an official portal, and lacks personal conversational memory. The conversation attempts to control the receiver's next action rather than allow independent verification.",banking,WhatsApp,Fake,AI-Generated Text Conversation,Email,Automated Persuasion,None,Medium,Bank Officer,2,confusion,Allows verification,Verify First
16265,"The generated-looking message provides neat steps for asking for a location pin, but the tone is too uniform and the sender shares a shortened link instead of an official portal. The conversation attempts to control the receiver's next action rather than allow independent verification.",school communication,Chat App,Fake,AI-Generated Text Conversation,Email,Automated Persuasion,None,Medium,None,2,none,Pushes immediate action,Verify First
16266,"A fake-looking conversation about conference registration asks the receiver to share a wallet PIN, while the sender ignores a direct question and repeats the instruction and avoids a clear identity check. The suspicious part is that the sender shares a shortened link instead of an official portal while demanding that the receiver approve a suspicious request.",conference registration,Social Media DM,Fake,Scam-Oriented Deepfake Conversation,WhatsApp,Urgency Pressure,Investment Scam,High,Customer Support,10,panic,Avoids verification,Warn User
16267,"Omar follows up with the government helpdesk about checking whether a form was received, but the message remains safe because it gives a clear non-financial purpose and avoids emotional pressure. The sender gives the receiver enough time to check the details before replying.",conference registration,Voice Transcript,Real,Genuine Human Conversation,Text,None,None,Medium,None,1,none,Allows verification,Verify First
16268,"Grace follows up with the property office about requesting updated bank details, but the message remains safe because it uses the official portal for verification and avoids emotional pressure. The message includes normal context and does not ask the receiver to bypass official steps.",banking,Chat App,Real,Genuine Human Conversation,Text,None,None,Low,None,0,none,Provides normal verification,Allow
16269,"The message imitates the billing department, creates a deadline around remote work, offers a reward for immediate confirmation, and discourages the receiver from verifying independently. The conversation attempts to control the receiver's next action rather than allow independent verification.",remote work,Voice Transcript,Fake,Scam-Oriented Deepfake Conversation,Text,Impersonation,Travel Booking Scam,Critical,Relative,9,guilt,Pushes immediate action,Block and Escalate
16270,"Danish writes about checking whether a form was received in the electricity complaint setting, and the conversation stays practical because the sender refers to a previous meeting accurately and simply asks the receiver to send the revised file. The conversation remains focused on coordination rather than pressure or reward.",electricity complaint,Social Media DM,Real,Genuine Human Conversation,Text,None,None,Low,None,0,trust,No verification needed,Allow
16271,"Hina writes about checking a meeting time in the loan approval setting, and the conversation stays practical because the sender uses the official portal for verification and simply asks the receiver to share the meeting agenda. The request is linked to checking a meeting time, and no confidential credential is requested.",loan approval,Chat App,Real,Genuine Human Conversation,Email,None,None,Low,None,1,none,Provides normal verification,Allow
16272,"A long explanation about hostel management appears polished but shallow, with generic reassurance, uses unusually polished wording for a personal emergency, and no specific shared background. The suspicious part is that the sender uses formal wording inconsistent with earlier messages while demanding that the receiver install a remote access app.",hostel management,SMS,Fake,AI-Generated Text Conversation,Email,Automated Persuasion,Job Scam,High,Bank Officer,5,confusion,Pushes immediate action,Warn User
16273,"In a normal conversation about following up on an appointment, the sender asks to check the appointment slot, gives enough background, and does not force immediate action. The conversation remains focused on coordination rather than pressure or reward.",conference registration,SMS,Real,Genuine Human Conversation,Voice Transcript,None,None,Low,None,1,none,No verification needed,Allow
16274,"The sender repeats support-style phrases about remote work, ignores clarification, and keeps moving the user toward a suspicious external form. The suspicious part is that the sender says the issue cannot wait until morning while demanding that the receiver upload an identity document.",remote work,Email,Fake,Bot-Generated Conversation,Chat App,Mass Messaging,Account Takeover,High,Bank Officer,5,urgency,Pushes immediate action,Warn User
16275,"A fake-looking conversation about school communication asks the receiver to move the chat to another number, while the sender uses formal wording inconsistent with earlier messages and avoids a clear identity check. The suspicious part is that the sender uses a new contact number without explanation while demanding that the receiver share a wallet PIN.",school communication,Social Media DM,Fake,Scam-Oriented Deepfake Conversation,Voice Transcript,Credential Harvesting,Tax Refund Scam,High,HR Manager,9,authority,Requests secrecy,Warn User
